Employee_ID,Age,Gender,Marital_Status,Education_Level,Department,Job_Role,Total_Work_Experience,Years_at_Company,Years_in_Current_Role,Promotion_Count,Business_Travel,Work_Mode,Distance_From_Home,Monthly_Salary,Annual_Bonus,Stock_Option_Value,Overtime_Hours,Monthly_Expenses,Compensation_Band,Performance_Rating,Manager_Rating,Training_Hours,Certification_Count,Project_Count,Job_Satisfaction,Work_Life_Balance,Environment_Satisfaction,Relationship_Satisfaction,Recognition_Score,Manager_Support,Engagement_Index,Productivity_Index,Financial_Stress_Index,Attendance_Score,Career_Growth_Index,Annual_Compensation,Experience_Band,Attrition
EMP100259,34,Female,Married,Master,Sales,Engineer,8,5.1,4.3,2,Frequently,Remote,9.0,7672.55,26045.35,0.0,12.3,4521.79,Medium,4,5.0,25.6,4,3,5,8,7.0,7,8,7,6.75,56.52,66.71,92.26,46.04,118115.95,Junior,0
EMP100260,24,Male,Married,Bachelor,Support,Engineer,1,1.0,0.5,0,Rarely,Remote,18.0,5155.14,11724.98,0.0,12.7,3806.76,Low,3,3.0,24.7,1,3,4,4,4.0,5,5,5,4.75,38.51,91.25,87.89,13.83,73586.66,Entry,1
EMP100261,33,Female,Married,Bachelor,Finance,Senior Engineer,11,1.4,0.1,0,Frequently,Hybrid,10.8,10031.09,,110652.42,1.2,5120.67,Medium,4,5.0,25.8,0,5,4,6,6.0,5,4,6,4.75,46.57,48.11,89.33,19.4,253929.06,Mid,0
EMP100262,33,Female,Married,Master,Engineering,Engineer,13,0.7,0.4,0,Rarely,Hybrid,14.1,8270.77,27182.57,724815.58,11.0,4883.81,Medium,4,,21.7,1,3,3,4,7.0,7,6,6,5.5,50.54,65.78,88.41,18.3,851247.39,Mid,1
EMP100263,37,Male,Married,Master,Marketing,Engineer,11,5.1,3.9,2,Rarely,Remote,15.2,7177.2,3384.94,0.0,2.8,4421.05,Medium,3,3.0,23.1,2,3,5,5,,4,6,5,5.0,38.56,66.99,93.25,38.31,89511.34,Mid,0
EMP100264,31,Male,Married,High School,Sales,Senior Engineer,15,7.2,1.9,2,Frequently,Hybrid,31.3,11921.67,58931.81,70346.91,4.1,8129.8,Medium,4,4.0,24.5,3,3,9,8,,7,6,6,7.0,56.85,73.21,92.88,45.07,272338.76,Mid,0
EMP100265,39,Female,Married,Bachelor,HR,Lead,17,1.0,0.2,0,Never,Hybrid,25.1,11606.25,14903.81,826676.62,2.4,8622.12,Medium,3,3.0,30.5,1,5,7,4,4.0,4,5,5,5.25,43.88,81.84,92.09,28.76,980855.43,Mid,0
EMP100266,43,Male,Married,Bachelor,Operations,Lead,21,1.6,0.8,0,Rarely,Office,4.1,16397.23,25424.41,143971.78,3.5,9276.71,High,4,3.0,32.6,2,4,8,7,5.0,6,6,5,6.25,55.25,51.74,92.16,34.24,366162.95,Senior,0
EMP100267,36,Male,Single,Bachelor,Engineering,Senior Engineer,16,2.2,1.6,0,Frequently,Office,21.7,9889.81,45171.83,0.0,4.5,5704.28,Medium,1,1.0,27.0,1,2,2,5,4.0,3,4,4,3.25,9.18,59.5,86.06,25.88,163849.55,Mid,0
EMP100268,38,Male,Single,Bachelor,Sales,Lead,20,1.1,0.6,0,Never,Hybrid,3.2,16761.94,92677.09,0.0,36.3,9523.18,High,3,3.0,30.9,2,7,4,1,3.0,5,2,3,3.5,40.99,66.03,76.92,37.08,293820.37,Mid,0
EMP100269,35,Female,Married,Bachelor,Sales,Lead,14,4.2,1.0,0,Rarely,Remote,11.0,13088.09,,76900.83,18.2,5883.24,Medium,2,2.0,29.6,2,8,5,4,5.0,4,3,4,4.0,35.97,43.71,84.6,27.81,291774.93,Mid,0
EMP100270,35,Male,Married,Bachelor,Support,Senior Engineer,15,2.5,2.2,1,Rarely,Hybrid,15.3,11284.23,51042.57,0.0,12.7,7884.58,Medium,4,4.0,26.2,0,3,4,4,,4,6,5,4.75,51.39,80.01,88.45,30.07,186453.33,Mid,0
EMP100271,29,Male,Single,Bachelor,Marketing,Engineer,5,5.0,4.4,2,Frequently,Office,1.3,6606.55,21638.93,0.0,10.1,2800.34,Low,4,4.0,36.3,2,6,7,7,6.0,8,7,6,7.0,58.5,42.05,94.03,45.85,100917.53,Entry,0
EMP100272,38,Female,Married,Master,Engineering,Senior Engineer,13,1.7,1.1,0,Rarely,Hybrid,13.7,10837.46,23319.57,214701.5,11.5,7338.44,Medium,3,3.0,29.5,0,6,6,5,5.0,6,4,6,5.5,47.99,76.66,88.1,21.21,368070.59,Mid,1
EMP100273,34,Male,Divorced,Bachelor,Support,Senior Engineer,9,6.2,0.5,1,Frequently,Office,4.6,9709.95,31856.09,0.0,5.7,6587.89,Medium,5,5.0,23.2,3,3,5,7,7.0,6,8,5,6.0,62.89,75.34,92.27,32.79,148375.49,Junior,0
EMP100274,52,Male,Divorced,Bachelor,HR,Manager,29,0.8,0.2,0,Never,Office,10.4,20577.77,16629.7,218738.05,9.6,14948.66,High,3,4.0,25.8,1,7,4,5,2.0,2,3,4,3.25,38.91,74.64,81.79,28.22,482300.99,Senior,0
EMP100275,48,Male,Divorced,Master,Operations,Manager,25,1.9,1.2,0,Never,Office,6.1,23575.97,74626.71,269306.33,9.6,12972.52,High,3,3.0,24.9,0,8,3,3,,2,7,6,4.5,41.66,45.83,85.67,24.26,626844.68,Senior,0
EMP100276,38,Male,Married,Master,Engineering,Senior Engineer,14,3.6,2.8,0,Frequently,Hybrid,2.4,10952.4,61663.45,0.0,7.4,6287.28,Medium,3,3.0,26.4,1,9,5,4,4.0,5,4,5,4.75,49.96,59.43,84.31,21.65,193092.25,Mid,0
EMP100277,29,Male,Single,Bachelor,Operations,Engineer,10,4.3,2.0,0,Frequently,Office,7.7,6390.29,21460.14,0.0,14.7,4769.25,Low,4,4.0,22.5,1,3,4,2,6.0,6,6,8,6.0,48.29,92.22,87.52,15.31,98143.62,Junior,1
EMP100278,26,Female,Married,Doctorate,Engineering,Associate,3,3.0,0.9,0,Never,Remote,27.0,4369.06,10084.44,0.0,6.8,2383.05,Low,4,4.0,24.3,0,5,4,3,4.0,5,5,5,4.75,49.79,60.65,86.38,13.26,62513.16,Entry,0
EMP100279,45,Male,Divorced,Bachelor,Support,Lead,23,4.2,3.7,1,Never,Office,13.3,16647.89,58994.28,156918.88,7.5,7868.02,High,5,5.0,20.6,2,7,5,6,6.0,3,7,7,5.5,67.37,39.43,91.52,31.63,415687.84,Senior,0
EMP100280,37,Female,Married,Bachelor,Engineering,Engineer,14,4.2,1.6,0,Never,Remote,6.6,9002.73,36233.2,0.0,10.5,4211.84,Medium,3,3.0,29.5,0,7,1,2,3.0,3,3,5,3.0,43.33,46.67,82.9,24.01,144265.96,Mid,0
EMP100281,39,Male,Married,Bachelor,Support,Manager,19,1.4,1.3,0,Never,Remote,22.6,20653.39,37623.81,0.0,9.5,8974.15,High,5,5.0,31.0,1,14,5,7,3.0,5,6,6,5.5,79.6,31.13,89.87,28.02,285464.49,Mid,0
EMP100282,21,Male,Married,Bachelor,Engineering,Associate,2,1.6,0.9,0,Never,Hybrid,18.1,4201.61,39234.37,0.0,3.9,2086.41,Low,3,3.0,34.7,0,3,7,7,6.0,3,7,4,5.25,36.45,52.3,88.96,20.21,89653.69,Entry,0
EMP100283,42,Male,Married,Master,Engineering,Lead,19,2.2,1.4,1,Rarely,Hybrid,15.7,21798.39,93996.06,746034.36,16.5,14167.46,High,5,5.0,28.0,2,7,6,4,4.0,2,5,5,4.5,65.54,65.18,85.27,36.44,1101611.1,Mid,0
EMP100284,39,Male,Single,Bachelor,Engineering,Lead,18,3.2,0.4,0,Never,Hybrid,25.4,16723.03,23950.31,0.0,4.3,8608.95,High,4,5.0,27.4,0,8,5,6,7.0,4,6,5,5.0,59.87,44.25,89.04,23.65,224626.67,Mid,0
EMP100285,26,Female,Single,Master,HR,Associate,3,3.0,0.8,1,Rarely,Hybrid,14.3,2983.52,7474.1,0.0,0.3,1892.79,Low,2,1.0,25.4,0,3,2,4,4.0,2,4,5,3.25,22.47,72.3,83.89,21.34,43276.34,Entry,1
EMP100286,31,Male,Married,Bachelor,Support,Senior Engineer,7,4.3,4.2,0,Never,Office,9.9,7919.81,15963.5,0.0,32.7,3503.16,Medium,3,,24.6,0,4,4,3,4.0,4,5,6,4.75,44.0,53.45,77.24,15.79,111001.22,Junior,0
EMP100287,37,Male,Married,Bachelor,Finance,Lead,13,8.3,6.0,2,Rarely,Hybrid,6.7,17307.07,64308.87,395231.68,6.3,9462.71,High,4,3.0,39.6,0,5,7,8,6.0,5,6,9,6.75,58.15,49.34,95.95,44.22,667225.39,Mid,0
EMP100288,35,Male,Married,Bachelor,Support,Senior Engineer,13,3.3,1.6,0,Rarely,Hybrid,14.2,10812.43,30879.98,263688.88,21.1,5043.7,Medium,5,5.0,29.7,1,7,7,5,5.0,6,5,6,6.0,64.73,49.49,86.88,23.6,424318.02,Mid,0
EMP100289,33,Female,Married,Bachelor,Sales,Lead,11,5.6,2.9,1,Rarely,Office,11.5,14972.09,40126.6,0.0,5.0,9695.18,High,2,,29.7,0,3,4,4,5.0,6,5,4,4.75,22.89,65.84,87.97,30.19,219791.68,Mid,0
EMP100290,34,Male,Single,Doctorate,Engineering,Engineer,8,1.5,0.1,0,Never,Hybrid,4.6,6913.5,17003.16,0.0,9.6,4568.48,Low,1,,24.4,0,2,6,5,4.0,5,4,3,4.5,13.65,76.84,86.7,17.33,99965.16,Junior,1
EMP100291,33,Female,Single,Master,Engineering,Lead,9,9.0,7.0,1,Rarely,Hybrid,11.0,18113.04,44259.65,202806.7,2.6,11589.94,High,4,4.0,33.9,3,9,3,6,7.0,7,6,6,5.5,60.91,60.9,91.78,36.94,464422.83,Junior,0
EMP100292,36,Male,Single,Master,Sales,Lead,9,3.2,0.2,1,Frequently,Office,11.9,11398.9,40613.13,0.0,11.0,4804.22,Medium,1,1.0,30.8,0,3,5,3,4.0,4,2,1,3.0,12.94,37.89,81.78,29.88,177399.93,Junior,0
EMP100293,47,Male,Divorced,Master,HR,Manager,19,9.0,3.5,2,Never,Office,13.7,17131.99,59270.73,1497062.88,1.3,11761.21,High,3,3.0,24.9,2,3,2,6,5.0,5,6,5,4.5,34.32,68.13,89.39,44.3,1761917.49,Mid,1
EMP100294,21,Female,Single,Bachelor,Engineering,Engineer,0,0.0,0.0,0,Never,Remote,37.7,5324.45,12441.98,0.0,9.1,3394.6,Low,3,3.0,26.5,1,5,5,5,5.0,6,4,5,5.0,41.97,74.55,86.6,14.96,76335.38,Entry,1
EMP100295,33,Male,Single,Bachelor,Finance,Senior Engineer,10,2.3,1.4,0,Never,Remote,20.4,12025.99,11791.81,202563.57,0.7,8468.92,Medium,4,5.0,34.4,0,9,6,4,4.0,6,6,7,6.25,58.1,74.96,90.68,26.39,358667.26,Junior,0
EMP100296,36,Male,Married,Bachelor,Marketing,Senior Engineer,14,1.9,0.8,0,Rarely,Hybrid,6.1,12022.14,21002.51,232536.87,12.7,8571.21,Medium,4,,19.2,2,8,5,3,4.0,4,5,2,4.0,50.66,81.46,85.47,22.23,397805.06,Mid,0
EMP100297,37,Female,Single,Master,HR,Senior Engineer,12,1.2,1.2,0,Rarely,Office,12.7,10362.21,69170.86,0.0,1.3,6705.11,Medium,4,4.0,25.1,0,4,6,5,7.0,6,6,4,5.5,51.37,68.18,92.9,19.29,193517.38,Mid,0
EMP100298,32,Male,Married,Bachelor,Engineering,Engineer,8,6.5,5.2,2,Rarely,Office,8.9,7365.84,1113.46,0.0,13.9,4764.6,Medium,3,4.0,19.8,0,1,7,7,7.0,8,7,5,6.75,39.33,76.2,90.82,27.87,89503.54,Junior,0
EMP100299,21,Male,Single,High School,HR,Engineer,0,0.0,0.0,0,Never,Office,12.4,4570.19,14656.11,0.0,2.6,2840.16,Low,3,3.0,28.8,0,6,5,5,4.0,7,5,5,5.5,41.88,69.99,88.41,17.75,69498.39,Entry,0
EMP100300,38,Male,Single,Bachelor,Support,Senior Engineer,18,4.2,2.2,1,Never,Hybrid,30.6,11991.27,14016.24,188992.63,5.8,7724.18,Medium,5,5.0,34.5,3,7,5,5,9.0,5,5,8,5.75,68.15,68.26,91.36,45.01,346904.11,Mid,0
EMP100301,49,Male,Married,Bachelor,Sales,Senior Manager,27,1.1,0.3,0,Frequently,Office,13.9,38638.14,145354.93,572513.51,7.3,19204.52,High,4,3.0,31.7,1,6,7,6,6.0,5,6,5,5.75,56.66,23.75,89.57,31.18,1181526.12,Senior,0
EMP100302,23,Female,Married,Bachelor,Finance,Associate,2,2.0,2.0,1,Frequently,Office,29.0,4004.81,993.36,0.0,11.9,2573.1,Low,4,4.0,30.0,0,2,7,6,6.0,6,4,5,5.5,53.39,77.65,89.41,24.49,49051.08,Entry,1
EMP100303,42,Male,Married,High School,Engineering,Senior Engineer,25,6.6,0.5,1,Never,Hybrid,12.2,14496.36,22996.84,0.0,11.1,10236.55,High,4,5.0,31.2,0,9,5,5,6.0,5,6,6,5.5,56.8,77.61,88.63,40.78,196953.16,Senior,0
EMP100304,32,Female,Single,Bachelor,Marketing,Engineer,11,6.3,5.8,1,Never,Office,3.7,7052.03,26383.91,0.0,2.3,3524.39,Low,2,2.0,26.4,1,2,5,4,4.0,7,5,5,5.5,25.4,49.57,88.23,33.3,111008.27,Mid,0
EMP100305,35,Female,Single,Bachelor,Support,Engineer,15,3.7,0.4,1,Frequently,Office,3.0,6003.56,40860.33,264936.99,18.1,3281.44,Low,3,3.0,38.9,1,2,6,5,4.0,5,5,3,4.75,39.56,64.32,86.45,43.61,377840.04,Mid,0
EMP100306,27,Female,Single,Master,Marketing,Engineer,3,3.0,2.4,1,Never,Office,9.1,5454.8,21884.65,0.0,6.4,2962.99,Low,3,2.0,,0,3,6,3,,5,4,3,4.5,36.45,59.23,88.56,21.27,87342.25,Entry,0
EMP100307,32,Female,Married,Master,Marketing,Engineer,11,2.0,1.6,0,Never,Remote,53.2,8473.29,66660.22,0.0,13.3,5343.69,Medium,5,5.0,30.0,2,5,5,4,3.0,4,3,6,4.5,60.17,72.58,85.53,27.3,168339.7,Mid,1
EMP100308,45,Female,Divorced,High School,Support,Senior Engineer,28,8.9,5.9,1,Never,Office,7.6,14114.46,23673.99,0.0,2.2,8870.5,High,4,3.0,29.8,0,1,6,6,6.0,5,8,6,6.25,49.39,62.51,93.45,35.78,193047.51,Senior,0
EMP100309,40,Female,Married,Master,Engineering,Senior Engineer,18,0.8,0.6,0,Never,Hybrid,6.0,10724.07,1658.36,0.0,7.7,6823.87,Medium,2,2.0,,0,5,3,1,5.0,4,2,4,3.25,29.06,69.02,86.83,23.56,130347.2,Mid,1
EMP100310,49,Male,Married,Master,Engineering,Manager,23,5.1,0.4,2,Rarely,Hybrid,36.2,22111.65,139933.42,133020.28,5.2,9725.38,High,4,4.0,30.5,1,7,4,6,7.0,4,3,5,4.0,53.47,28.76,91.0,45.37,538293.5,Senior,0
EMP100311,44,Male,Married,Bachelor,Marketing,Senior Engineer,23,1.7,0.6,0,Rarely,Hybrid,13.1,12898.55,42387.52,355742.58,2.2,9297.87,Medium,5,5.0,32.6,0,8,7,5,5.0,6,6,3,5.5,65.33,77.34,90.76,29.9,552912.7,Senior,0
EMP100312,39,Female,Married,Master,Support,Senior Engineer,11,1.1,0.4,0,Frequently,Remote,6.5,9947.19,36582.96,396527.79,11.1,4527.3,Medium,4,4.0,25.4,1,6,8,3,4.0,4,3,3,4.5,52.96,44.21,84.04,22.14,552477.03,Mid,0
EMP100313,49,Male,Married,Master,HR,Senior Manager,28,2.4,2.4,0,Rarely,Hybrid,7.1,33978.0,195071.86,159721.67,7.1,17086.3,High,5,5.0,30.7,1,10,9,6,9.0,6,6,6,6.75,71.92,28.59,94.29,31.18,762529.53,Senior,0
EMP100314,39,Female,Single,Bachelor,Sales,Lead,16,2.5,1.2,1,Never,Remote,14.9,16399.16,67867.16,0.0,4.2,10091.42,High,3,3.0,38.4,1,4,5,6,6.0,3,3,3,3.5,38.17,59.45,91.31,40.66,264657.08,Mid,0
EMP100315,42,Male,Married,Bachelor,Sales,Manager,19,4.4,0.2,0,Rarely,Hybrid,9.9,25328.44,19280.18,370451.66,9.6,15521.42,High,4,4.0,31.6,2,8,5,6,6.0,8,7,6,6.5,62.9,53.61,90.08,30.66,693673.12,Mid,0
EMP100316,33,Female,Married,Bachelor,Marketing,Engineer,8,7.1,1.8,2,Never,Hybrid,22.3,6313.57,4518.48,1126615.26,8.7,2908.76,Low,3,3.0,31.7,0,2,5,5,5.0,3,8,6,5.5,36.81,47.21,91.38,36.21,1206896.58,Junior,0
EMP100317,36,Male,Married,Bachelor,Finance,Engineer,14,2.9,2.4,0,Never,Office,3.1,8543.64,22747.36,0.0,2.3,4392.66,Medium,4,5.0,26.3,1,3,2,5,4.0,4,4,4,3.5,42.13,50.42,87.58,25.71,125271.04,Mid,0
EMP100318,29,Female,Married,Doctorate,Sales,Associate,1,0.5,0.4,0,Frequently,Office,8.4,3698.38,11373.21,0.0,29.7,2506.63,Low,2,2.0,20.2,0,1,5,4,3.0,2,1,4,3.0,14.5,90.88,75.41,7.8,55753.77,Entry,0
EMP100319,43,Male,Married,Bachelor,Engineering,Lead,25,1.6,1.5,0,Frequently,Hybrid,18.4,16375.21,40371.18,745198.73,2.1,9638.16,High,3,3.0,22.2,0,4,5,4,7.0,6,6,5,5.5,41.99,54.56,88.82,23.29,982072.43,Senior,0
EMP100320,26,Male,Single,Bachelor,HR,Associate,6,2.8,0.4,0,Never,Office,22.1,3517.77,8464.23,0.0,0.2,2543.36,Low,3,3.0,20.3,0,3,4,4,4.0,6,4,6,5.0,35.71,84.98,89.18,14.53,50677.47,Junior,0
EMP100321,41,Female,Married,Doctorate,Marketing,Senior Engineer,13,2.2,1.5,0,Frequently,Office,7.5,10255.25,7888.77,0.0,9.0,5793.11,Medium,3,3.0,16.5,1,4,3,6,6.0,6,7,5,5.25,38.29,59.39,86.66,14.83,130951.77,Mid,0
EMP100322,33,Female,Single,Master,Sales,Senior Engineer,6,5.2,2.1,2,Rarely,Remote,10.0,10661.55,20991.83,571807.84,10.4,5611.46,Medium,4,4.0,,0,4,5,5,7.0,5,6,6,5.5,54.24,53.91,88.11,36.29,720738.27,Junior,0
EMP100323,44,Female,Married,Bachelor,Support,Senior Engineer,17,4.2,3.1,1,Rarely,Office,6.8,10799.92,30672.0,279458.16,4.9,6960.52,Medium,4,4.0,27.7,2,3,7,6,5.0,6,8,6,6.75,53.59,68.98,93.95,38.3,439729.2,Mid,0
EMP100324,41,Female,Married,Master,Engineering,Lead,15,5.8,4.8,1,Never,Office,7.7,15560.85,28751.7,0.0,2.6,9352.46,High,4,5.0,32.6,1,7,4,7,4.0,3,5,5,4.25,54.42,57.35,89.47,39.5,215481.9,Mid,0
EMP100325,50,Male,Married,Bachelor,Sales,Manager,25,0.3,0.1,0,Frequently,Office,12.9,29381.95,62230.24,0.0,18.5,17569.21,High,5,5.0,,4,7,6,5,6.0,6,5,5,5.5,69.76,51.73,84.24,34.05,414813.64,Senior,0
EMP100326,41,Female,Married,Bachelor,Engineering,Manager,20,6.7,3.4,2,Never,Hybrid,15.2,26955.77,29771.64,0.0,5.7,13832.34,High,4,3.0,22.5,1,4,7,4,5.0,2,4,6,4.75,49.77,35.66,89.24,42.05,353240.88,Mid,0
EMP100327,22,Male,Single,Bachelor,Engineering,Associate,0,0.0,0.0,0,Never,Hybrid,4.1,3221.91,3478.42,0.0,5.2,1771.43,Low,3,4.0,17.9,2,1,4,6,5.0,5,5,7,5.25,35.02,61.63,89.78,13.94,42141.34,Entry,0
EMP100328,34,Male,Single,Master,Marketing,Engineer,10,4.9,2.2,1,Rarely,Office,6.1,7469.52,2812.59,0.0,4.6,2993.85,Medium,3,3.0,,0,3,5,5,5.0,5,4,5,4.75,39.83,35.48,88.55,32.99,92446.83,Junior,0
EMP100329,26,Male,Single,Bachelor,Sales,Associate,2,2.0,0.6,0,Never,Remote,35.4,4389.22,3680.18,269460.36,16.6,2134.9,Low,4,4.0,30.0,2,3,5,4,2.0,3,5,6,4.75,45.93,56.11,82.87,21.98,325811.18,Entry,1
EMP100330,31,Male,Single,Bachelor,Marketing,Engineer,9,0.2,0.1,0,Never,Hybrid,34.6,5968.83,7796.09,0.0,2.8,2484.55,Low,3,4.0,26.7,0,10,2,4,4.0,6,4,2,3.5,44.73,38.31,86.2,19.9,79422.05,Junior,0
EMP100331,47,Male,Married,Bachelor,Sales,Senior Engineer,22,3.0,0.8,1,Rarely,Remote,21.4,11222.43,15374.85,0.0,9.0,8027.31,Medium,2,1.0,24.1,0,7,2,5,2.0,4,3,3,3.0,31.88,80.92,84.0,36.07,150044.01,Senior,0
EMP100332,40,Female,Married,Master,Engineering,Lead,16,2.2,0.7,1,Frequently,Hybrid,24.6,19638.12,73163.31,557537.85,13.2,10713.82,High,5,5.0,27.9,1,5,7,4,6.0,4,5,3,4.75,59.26,50.14,88.26,35.23,866358.6,Mid,0
EMP100333,29,Male,Married,High School,Sales,Associate,12,0.9,0.5,0,Frequently,Hybrid,47.8,4787.5,14557.91,0.0,11.1,3563.97,Low,3,3.0,33.8,1,2,4,2,4.0,3,3,2,3.0,31.38,91.76,84.88,25.21,72007.91,Mid,1
EMP100334,27,Female,Married,Bachelor,Engineering,Associate,4,0.2,0.1,0,Never,Office,21.2,4073.23,2508.74,0.0,24.0,2299.52,Low,2,2.0,31.4,0,1,5,3,3.0,2,4,5,4.0,22.82,71.23,80.57,19.18,51387.5,Entry,1
EMP100335,35,Male,Married,Doctorate,Finance,Senior Engineer,9,6.8,6.3,2,Never,Hybrid,12.3,10527.54,2057.97,0.0,11.8,4546.55,Medium,3,3.0,34.9,0,3,8,4,6.0,5,7,6,6.5,47.18,40.55,92.83,43.33,128388.45,Junior,0
EMP100336,25,Male,Single,Master,HR,Engineer,0,0.0,0.0,0,Never,Office,2.6,5276.47,12795.41,0.0,7.2,3427.38,Low,4,3.0,24.4,0,2,6,6,6.0,5,4,6,5.25,46.52,75.55,89.07,10.97,76113.05,Entry,1
EMP100337,30,Female,Married,Bachelor,Finance,Engineer,4,4.0,2.6,0,Never,Hybrid,13.0,5524.87,11314.81,0.0,2.6,3400.78,Low,3,3.0,22.3,1,7,4,5,6.0,4,5,6,4.75,41.42,68.29,87.35,14.16,77613.25,Entry,0
EMP100338,37,Male,Married,Bachelor,Finance,Senior Engineer,16,1.1,1.1,0,Frequently,Office,5.5,12209.52,323056.54,73011.81,3.8,7521.13,Medium,4,3.0,27.0,1,5,5,1,2.0,6,2,3,4.0,46.53,63.01,85.46,24.64,542582.59,Mid,0
EMP100339,44,Male,Married,Bachelor,Marketing,Manager,24,1.2,0.6,0,Rarely,Office,4.4,24988.03,56239.15,223461.14,4.9,18379.94,High,4,4.0,25.4,2,9,7,3,4.0,5,5,5,5.5,59.94,70.14,86.83,30.27,579556.65,Senior,0
EMP100340,40,Female,Married,Bachelor,Finance,Senior Engineer,18,0.1,0.1,0,Never,Office,15.9,12546.73,12472.22,149995.28,9.7,8738.66,Medium,4,4.0,30.3,2,5,6,5,3.0,4,6,5,5.25,55.18,77.25,84.96,35.79,313028.26,Mid,0
EMP100341,21,Male,Single,Bachelor,Support,Engineer,3,1.0,1.0,0,Rarely,Hybrid,1.3,5460.96,14940.07,0.0,11.5,3495.89,Low,3,2.0,29.1,0,4,3,3,5.0,3,5,4,3.75,28.45,75.84,84.54,16.87,80471.59,Entry,0
EMP100342,37,Male,Single,Master,Finance,Engineer,10,1.4,1.1,0,Never,Office,5.1,7484.36,44079.0,0.0,2.2,3966.46,Medium,3,3.0,22.4,0,5,3,5,5.0,5,6,5,4.75,43.72,53.67,88.3,14.59,133891.32,Junior,0
EMP100343,36,Female,Married,High School,Sales,Lead,16,3.1,0.2,1,Rarely,Office,16.0,17399.67,35652.44,160622.07,9.8,12133.29,High,5,5.0,31.9,3,10,7,5,6.0,5,6,4,5.5,78.35,73.21,91.09,44.04,405070.55,Mid,0
EMP100344,38,Male,Single,Master,Engineering,Senior Engineer,14,4.9,0.9,0,Rarely,Hybrid,10.9,11081.93,40856.96,0.0,1.6,6419.95,Medium,2,2.0,30.4,2,7,6,5,5.0,5,3,5,4.75,34.12,57.61,90.41,25.86,173840.12,Mid,0
EMP100345,48,Female,Married,High School,Finance,Manager,30,1.9,0.6,0,Never,Hybrid,2.8,26748.42,,0.0,0.4,19231.15,High,4,4.0,28.9,0,3,6,8,6.0,7,9,8,7.5,62.58,64.15,96.94,30.14,385403.74,Senior,0
EMP100346,21,Female,Married,Master,Finance,Engineer,0,0.0,0.0,0,Rarely,Office,13.2,5680.33,28813.42,324159.58,19.1,2290.17,Low,4,4.0,31.5,1,6,6,5,5.0,5,4,4,4.75,56.05,43.7,84.07,18.69,421136.96,Entry,0
EMP100347,30,Male,Single,High School,Engineering,Senior Engineer,9,9.0,6.0,2,Rarely,Hybrid,10.1,10009.98,12753.87,368952.02,13.2,7082.08,Medium,4,3.0,27.8,0,6,5,5,4.0,5,6,5,5.25,50.62,82.64,89.46,36.88,501825.65,Junior,0
EMP100348,40,Male,Single,Bachelor,Operations,Senior Engineer,19,2.5,0.3,0,Never,Office,0.4,11759.56,61358.76,141595.13,5.0,5410.9,Medium,3,3.0,27.0,0,4,5,4,8.0,7,6,4,5.5,43.62,40.76,90.9,21.3,344068.61,Mid,0
EMP100349,22,Male,Single,Bachelor,Engineering,Engineer,0,0.0,0.0,0,Rarely,Office,8.9,8192.06,24246.08,0.0,8.1,4784.98,Medium,5,5.0,21.6,2,4,6,4,4.0,6,4,5,5.25,61.19,63.63,88.88,17.43,122550.8,Entry,0
EMP100350,47,Female,Married,Bachelor,Finance,Manager,24,1.2,0.5,0,Never,Office,11.2,24740.46,154155.94,77506.12,3.9,15871.73,High,3,3.0,30.2,3,5,3,4,3.0,6,5,6,5.0,40.94,55.91,88.49,38.25,528547.58,Senior,1
EMP100351,38,Male,Married,Bachelor,Operations,Lead,17,3.1,2.1,0,Rarely,Remote,15.7,17968.01,30366.05,535395.34,1.6,11752.41,High,3,3.0,30.4,0,2,4,4,5.0,6,5,4,4.75,39.44,62.68,87.49,24.82,781377.51,Mid,1
EMP100352,42,Female,Married,Bachelor,Engineering,Senior Engineer,20,8.8,2.3,1,Never,Hybrid,28.2,15569.66,129656.68,305099.83,4.3,9913.98,High,4,4.0,39.1,0,3,6,8,5.0,7,6,8,6.75,57.04,63.37,94.44,37.38,621592.43,Mid,0
EMP100353,30,Male,Married,Master,HR,Engineer,6,3.0,0.7,0,Never,Hybrid,18.1,5106.68,14379.91,0.0,6.4,2805.46,Low,3,,24.7,0,10,5,5,5.0,4,6,7,5.5,48.76,60.45,87.15,18.34,75660.07,Junior,0
EMP100354,42,Female,Married,Bachelor,Marketing,Manager,20,5.0,3.0,1,Frequently,Office,12.3,22100.48,121879.96,216660.32,2.1,12290.77,High,3,3.0,32.3,0,12,5,6,6.0,8,4,6,5.75,56.74,44.72,91.39,35.51,603746.04,Mid,0
EMP100355,44,Male,Married,Bachelor,Finance,Senior Engineer,20,3.2,0.3,0,Never,Office,6.5,14061.25,41367.84,126802.14,7.6,9825.88,High,4,4.0,38.1,0,1,6,7,7.0,7,9,9,7.75,47.47,75.38,94.97,32.05,336904.98,Mid,0
EMP100356,37,Male,Married,Bachelor,Operations,Engineer,13,2.9,1.9,0,Rarely,Office,7.3,7698.08,,0.0,8.2,4689.66,Medium,4,4.0,,1,6,4,4,6.0,5,3,5,4.25,52.31,67.87,88.15,21.13,112537.43,Mid,1
EMP100357,37,Male,Single,Master,Support,Engineer,12,12.0,5.3,2,Rarely,Remote,38.5,5522.32,28300.71,0.0,8.0,3105.29,Low,2,2.0,25.9,1,5,6,3,3.0,4,4,5,4.75,30.16,62.71,87.34,39.06,94568.55,Mid,0
